,0,1,2
5490,"Twelve Tasks of Asterix, The (Les douze travaux d'Astérix) ","['Action', 'Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy']",(1976)
5491,French Connection II ,"['Action', 'Crime', 'Drama', 'Thriller']",(1975)
5492,"Irony of Fate, or Enjoy Your Bath! (Ironiya sudby, ili S legkim parom!) ","['Comedy', 'Drama', 'Romance']",(1975)
5493,"Passenger, The (Professione: reporter) ",['Drama'],(1975)
5494,Trilogy of Terror ,"['Horror', 'Thriller']",(1975)
5495,1900 (Novecento) ,"['Drama', 'War']",(1976)
5496,Futureworld ,"['Sci-Fi', 'Thriller']",(1976)
5497,Harlan County U.S.A. ,['Documentary'],(1976)
5498,Silver Streak ,"['Action', 'Comedy', 'Crime']",(1976)
5499,High Anxiety ,"['Comedy', 'Thriller']",(1977)
5500,"New York, New York ","['Drama', 'Musical', 'Romance']",(1977)
5501,"Turning Point, The ","['Drama', 'Romance']",(1977)
5502,Five Deadly Venoms ,['Action'],(1978)
5503,Last Hurrah for Chivalry (Hao xia) ,"['Action', 'Drama']",(1979)
5504,"Clonus Horror, The ","['Horror', 'Sci-Fi']",(1979)
5505,Snake in the Eagle's Shadow (Se ying diu sau) ,"['Action', 'Comedy']",(1978)
5506,Hair ,"['Comedy', 'Drama', 'Musical']",(1979)
5507,Love at First Bite ,"['Comedy', 'Horror', 'Romance']",(1979)
5508,"Hitch Hikers Guide to the Galaxy, The ","['Adventure', 'Comedy', 'Sci-Fi']",(1981)
5509,Smiley's People ,"['Drama', 'Mystery']",(1982)
5510,Blue Thunder ,"['Action', 'Crime', 'Drama']",(1983)
5511,"Day After, The ","['Drama', 'Sci-Fi']",(1983)
5512,Eddie Murphy Delirious ,"['Comedy', 'Documentary']",(1983)
5513,"Norte, El ","['Adventure', 'Drama']",(1984)
5514,Twilight Zone: The Movie ,"['Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",(1983)
5515,Boy Meets Girl ,['Drama'],(1984)
5516,Cloak & Dagger ,"['Action', 'Adventure', 'Children', 'Crime', 'Mystery', 'Thriller']",(1984)
5517,"Ewok Adventure, The (a.k.a. Caravan of Courage: An Ewok Adventure) ","['Adventure', 'Children', 'Fantasy', 'Sci-Fi']",(1984)
5518,"Silent Night, Deadly Night ","['Horror', 'Thriller']",(1984)
5519,"Times of Harvey Milk, The ",['Documentary'],(1984)
5520,What Have I Done to Deserve This? (¿Qué he hecho yo para merecer esto!!) ,"['Comedy', 'Drama']",(1984)
5521,Anne of Green Gables ,"['Children', 'Drama']",(1985)
5522,Death of a Salesman ,['Drama'],(1985)
5523,Ewoks: The Battle for Endor ,"['Adventure', 'Children', 'Fantasy', 'Sci-Fi']",(1985)
5524,Police Story (Ging chaat goo si) ,"['Action', 'Comedy', 'Crime', 'Thriller']",(1985)
5525,"Quiet Earth, The ","['Drama', 'Mystery', 'Sci-Fi']",(1985)
5526,Spies Like Us ,['Comedy'],(1985)
5527,White Nights ,['Drama'],(1985)
5528,'Round Midnight ,"['Drama', 'Musical']",(1986)
5529,Club Paradise ,['Comedy'],(1986)
5530,"Sacrifice, The (Offret - Sacraficatio) ",['Drama'],(1986)
5531,"Better Tomorrow, A (Ying hung boon sik) ","['Crime', 'Drama', 'Thriller']",(1986)
5532,"Decalogue, The (Dekalog) ","['Crime', 'Drama', 'Romance']",(1989)
5533,G.I. Joe: The Movie ,"['Action', 'Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']",(1987)
5534,Hell Comes to Frogtown ,"['Action', 'Comedy', 'Sci-Fi']",(1988)
5535,"Law of Desire (Ley del deseo, La) ","['Comedy', 'Drama', 'Romance']",(1987)
5536,Prince of Darkness ,"['Fantasy', 'Horror', 'Sci-Fi', 'Thriller']",(1987)
5537,"Chinese Ghost Story, A (Sinnui yauwan) ","['Action', 'Fantasy', 'Horror', 'Romance']",(1987)
5538,"Better Tomorrow II, A (Ying hung boon sik II) ","['Crime', 'Drama', 'Thriller']",(1987)
5539,"Bourne Identity, The ","['Action', 'Adventure', 'Drama', 'Mystery', 'Thriller']",(1988)
5540,Dominick and Eugene ,['Drama'],(1988)
5541,Killer Klowns from Outer Space ,"['Comedy', 'Horror', 'Sci-Fi']",(1988)
5542,Moonwalker ,['Musical'],(1988)
5543,Alice (Neco z Alenky) ,"['Animation', 'Fantasy', 'Mystery']",(1988)
5544,Life Is a Long Quiet River (La vie est un long fleuve tranquille) ,['Comedy'],(1988)
5545,Lonesome Dove ,"['Adventure', 'Drama', 'Western']",(1989)
5546,Kiki's Delivery Service (Majo no takkyûbin) ,"['Adventure', 'Animation', 'Children', 'Drama', 'Fantasy']",(1989)
5547,Almost an Angel ,['Comedy'],(1990)
5548,Cry-Baby ,"['Comedy', 'Musical', 'Romance']",(1990)
5549,Bullet in the Head ,"['Action', 'Drama', 'War']",(1990)
5550,Ghost Dad ,"['Comedy', 'Fantasy']",(1990)
5551,It ,"['Drama', 'Fantasy', 'Horror', 'Mystery', 'Thriller']",(1990)
5552,Ju Dou ,['Drama'],(1990)
5553,"Krays, The ",['Drama'],(1990)
5554,Lionheart ,['Action'],(1990)
5555,Nuns on the Run ,"['Comedy', 'Crime']",(1990)
5556,Patlabor: The Movie (Kidô keisatsu patorebâ: The Movie) ,"['Action', 'Animation', 'Crime', 'Drama', 'Film-Noir', 'Mystery', 'Sci-Fi', 'Thriller']",(1989)
5557,State of Grace ,"['Crime', 'Drama', 'Thriller']",(1990)
5558,35 Up ,['Documentary'],(1991)
5559,Days of Being Wild (A Fei jingjyuhn) ,"['Drama', 'Romance']",(1990)
5560,Begotten ,"['Drama', 'Horror']",(1990)
5561,Dutch ,['Comedy'],(1991)
5562,Hearts of Darkness: A Filmmakers Apocalypse ,['Documentary'],(1991)
5563,Johnny Stecchino ,['Comedy'],(1991)
5564,Riki-Oh: The Story of Ricky (Lik Wong) ,"['Action', 'Crime', 'Thriller']",(1991)
5565,Mannequin 2: On the Move ,"['Comedy', 'Fantasy', 'Romance']",(1991)
5566,Only Yesterday (Omohide poro poro) ,"['Animation', 'Drama']",(1991)
5567,Other People's Money ,"['Comedy', 'Drama', 'Romance']",(1991)
5568,Quigley Down Under ,"['Adventure', 'Drama', 'Western']",(1990)
5569,Prime Suspect 2 ,"['Crime', 'Drama', 'Mystery', 'Romance', 'Thriller']",(1992)
5570,Captain America ,"['Action', 'Fantasy', 'Sci-Fi', 'Thriller', 'War']",(1990)
5571,City Hunter (Sing si lip yan) ,"['Action', 'Comedy', 'Romance']",(1993)
5572,Porco Rosso (Crimson Pig) (Kurenai no buta) ,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Romance']",(1992)
5573,"Stolen Children (Ladro di bambini, Il) ",['Drama'],(1992)
5574,Ladybugs ,['Comedy'],(1992)
5575,"Mambo Kings, The ","['Drama', 'Musical']",(1992)
5576,Shining Through ,"['Drama', 'Romance', 'Thriller', 'War']",(1992)
5577,Sidekicks ,"['Action', 'Adventure', 'Children', 'Comedy']",(1992)
5578,"Heart in Winter, A (Un coeur en hiver) ","['Drama', 'Romance']",(1992)
5579,Visions of Light: The Art of Cinematography ,['Documentary'],(1992)
5580,Bad Boy Bubby ,['Drama'],(1993)
5581,Barbarians at the Gate ,['Drama'],(1993)
5582,Fortress ,"['Action', 'Sci-Fi']",(1992)
5583,Mr. Nanny ,"['Action', 'Children', 'Comedy']",(1993)
5584,"Snapper, The ","['Comedy', 'Drama']",(1993)
5585,Sonatine (Sonachine) ,"['Action', 'Comedy', 'Crime', 'Drama']",(1993)
5586,"Stand, The ","['Adventure', 'Drama', 'Fantasy', 'Horror', 'Sci-Fi']",(1994)
5587,"Darkman II: Return of Durant, The ","['Action', 'Crime', 'Horror']",(1995)
5588,Freaked ,"['Comedy', 'Sci-Fi']",(1993)
5589,Fist of Legend (Jing wu ying xiong) ,"['Action', 'Drama']",(1994)
5590,Major League II ,['Comedy'],(1994)
5591,My Father the Hero ,"['Comedy', 'Romance']",(1994)
5592,"Pure Formality, A (Pura formalità, Una) ","['Crime', 'Film-Noir', 'Mystery', 'Thriller']",(1994)
5593,"Langoliers, The ","['Drama', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",(1995)
5594,"Last Wedding, The (Kivenpyörittäjän kylä) ","['Comedy', 'Drama']",(1995)
5595,Last of the Dogmen ,"['Adventure', 'Western']",(1995)
5596,Whisper of the Heart (Mimi wo sumaseba) ,"['Animation', 'Drama', 'Romance']",(1995)
5597,Street Fighter II: The Animated Movie (Sutorîto Faitâ II gekijô-ban) ,"['Action', 'Animation']",(1994)
5598,"Summer's Tale, A (Conte d'été) ","['Comedy', 'Drama', 'Romance']",(1996)
5599,"Late Shift, The ",['Comedy'],(1996)
5600,Pusher ,"['Crime', 'Thriller']",(1996)
5601,Emma ,['Romance'],(1996)
5602,"Boxer, The ","['Drama', 'Thriller']",(1997)
5603,Gummo ,['Drama'],(1997)
5604,Nirvana ,"['Action', 'Sci-Fi']",(1997)
5605,"Lion King II: Simba's Pride, The ","['Adventure', 'Animation', 'Children', 'Musical', 'Romance']",(1998)
5606,From the Earth to the Moon ,"['Action', 'Documentary', 'Drama', 'Thriller']",(1998)
5607,Beowulf ,"['Action', 'Horror', 'Sci-Fi']",(1999)
5608,RKO 281 ,['Drama'],(1999)
5609,From Dusk Till Dawn 2: Texas Blood Money (,"['Comedy', 'Crime', 'Horror']",1999) 
5610,Gia ,"['Drama', 'Romance']",(1998)
5611,Thursday ,"['Action', 'Crime', 'Thriller']",(1998)
5612,Who Am I? (Wo shi shei) ,"['Action', 'Adventure', 'Comedy', 'Sci-Fi', 'Thriller']",(1998)
5613,Merlin ,"['Action', 'Adventure', 'Drama', 'Fantasy', 'Romance']",(1998)
5614,Brave New World ,['Sci-Fi'],(1998)
5615,Addams Family Reunion ,"['Children', 'Comedy', 'Fantasy']",(1998)
5616,Purgatory ,"['Fantasy', 'Western']",(1999)
5617,Bleeder ,"['Drama', 'Thriller']",(1999)
5618,Dark Portals: The Chronicles of Vidocq  (Vidocq) ,"['Action', 'Crime', 'Fantasy']",(2001)
5619,Candyman 3: Day of the Dead ,['Horror'],(1999)
5620,"Batman/Superman Movie, The ","['Action', 'Adventure', 'Animation', 'Children', 'Fantasy', 'Sci-Fi']",(1998)
5621,"Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) ","['Action', 'Animation', 'Drama', 'Fantasy', 'Sci-Fi']",(1997)
5622,Style Wars ,['Documentary'],(1983)
5623,In July (Im Juli) ,"['Comedy', 'Romance']",(2000)
5624,Kirikou and the Sorceress (Kirikou et la sorcière) ,"['Adventure', 'Animation', 'Children', 'Fantasy']",(1998)
5625,Taxi 2 ,"['Action', 'Comedy']",(2000)
5626,If These Walls Could Talk 2 ,"['Drama', 'Romance']",(2000)
5627,"10th Kingdom, The ","['Adventure', 'Comedy', 'Fantasy']",(2000)
5628,"Wind Will Carry Us, The (Bad ma ra khahad bord) ",['Drama'],(1999)
5629,2046 ,"['Drama', 'Fantasy', 'Romance', 'Sci-Fi']",(2004)
5630,Bartleby ,"['Comedy', 'Drama']",(2001)
5631,Batman Beyond: Return of the Joker ,"['Action', 'Animation', 'Crime', 'Sci-Fi', 'Thriller']",(2000)
5632,Audition (Ôdishon) ,"['Drama', 'Horror', 'Mystery', 'Romance', 'Thriller']",(1999)
5633,"Nine Lives of Tomas Katz, The ","['Comedy', 'Drama', 'Fantasy']",(2000)
5634,Monday ,"['Action', 'Comedy', 'Crime', 'Fantasy', 'Thriller']",(2000)
5635,Paradise Lost 2: Revelations ,['Documentary'],(2000)
5636,Asterix & Obelix: Mission Cleopatra (Astérix & Obélix: Mission Cléopâtre) ,"['Adventure', 'Comedy', 'Fantasy']",(2002)
5637,Daria: Is It Fall Yet? ,"['Animation', 'Comedy']",(2000)
5638,Late Night Shopping ,['Comedy'],(2001)
5639,61* ,['Drama'],(2001)
5640,Joint Security Area (Gongdong gyeongbi guyeok JSA) ,"['Crime', 'Drama', 'Mystery', 'Thriller', 'War']",(2000)
5641,Ripley's Game ,"['Drama', 'Thriller']",(2002)
5642,Jalla! Jalla! ,"['Comedy', 'Drama', 'Romance']",(2000)
5643,Teknolust ,"['Comedy', 'Drama', 'Romance', 'Sci-Fi']",(2002)
5644,"Accidental Spy, The (Dak miu mai shing) ","['Action', 'Comedy', 'Thriller']",(2001)
5645,Darkness ,"['Horror', 'Mystery']",(2002)
5646,Blood: The Last Vampire ,"['Action', 'Animation', 'Horror']",(2000)
5647,Blueberry ,"['Adventure', 'Western']",(2004)
5648,American Psycho II: All American Girl ,"['Comedy', 'Crime', 'Horror', 'Mystery', 'Thriller']",(2002)
5649,Ali G Indahouse ,['Comedy'],(2002)
5650,Dead or Alive 2: Tôbôsha ,"['Action', 'Crime', 'Thriller']",(2000)
5651,Cube 2: Hypercube ,"['Horror', 'Mystery', 'Sci-Fi']",(2002)
5652,Pulse (Kairo) ,"['Horror', 'Mystery', 'Thriller']",(2001)
5653,Dog Days (Hundstage) ,['Drama'],(2001)
5654,My Sassy Girl (Yeopgijeogin geunyeo) ,"['Comedy', 'Romance']",(2001)
5655,Nothing ,"['Comedy', 'Fantasy', 'Mystery', 'Sci-Fi']",(2003)
5656,Undertaking Betty (Plots with a View) ,"['Comedy', 'Romance']",(2002)
5657,Dead or Alive: Final ,"['Comedy', 'Crime', 'Drama', 'Sci-Fi', 'Thriller']",(2002)
5658,Fubar ,['Comedy'],(2002)
5659,"Happiness of the Katakuris, The (Katakuri-ke no kôfuku) ","['Comedy', 'Horror', 'Musical']",(2001)
5660,Dead End ,"['Comedy', 'Horror', 'Mystery', 'Thriller']",(2003)
5661,Sympathy for Mr. Vengeance (Boksuneun naui geot) ,"['Crime', 'Drama']",(2002)
5662,Jesus Christ Vampire Hunter ,"['Action', 'Comedy', 'Horror', 'Musical']",(2001)
5663,Suicide Club (Jisatsu saakuru) ,"['Horror', 'Mystery', 'Thriller']",(2001)
5664,Battlestar Galactica ,"['Drama', 'Sci-Fi', 'War']",(2003)
5665,"Sound of Thunder, A ","['Action', 'Adventure', 'Drama', 'Sci-Fi', 'Thriller']",(2005)
5666,"Lion King 1½, The ","['Adventure', 'Animation', 'Children', 'Comedy']",(2004)
5667,Oasis ,"['Drama', 'Romance']",(2002)
5668,Remember Me (Ricordati di me) ,"['Comedy', 'Drama', 'Romance']",(2003)
5669,"Animatrix, The ","['Action', 'Animation', 'Drama', 'Sci-Fi']",(2003)
5670,"Brown Bunny, The ",['Drama'],(2003)
5671,Ju-on: The Curse ,['Horror'],(2000)
5672,11:14 ,"['Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",(2003)
5673,Tremors 4: The Legend Begins ,"['Action', 'Comedy', 'Horror', 'Sci-Fi', 'Thriller', 'Western']",(2004)
5674,Bring It On Again ,['Comedy'],(2004)
5675,"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) ","['Action', 'Crime', 'Thriller']",(2004)
5676,And Starring Pancho Villa as Himself ,"['Action', 'Comedy', 'Drama', 'War']",(2003)
5677,Nicotina ,"['Action', 'Comedy', 'Drama']",(2003)
5678,Battle Royale 2: Requiem (Batoru rowaiaru II: Chinkonka) ,"['Action', 'Drama', 'Thriller', 'War']",(2003)
5679,In Hell ,"['Action', 'Drama', 'Thriller']",(2003)
5680,Lemony Snicket's A Series of Unfortunate Events ,"['Adventure', 'Children', 'Comedy', 'Fantasy']",(2004)
5681,Helen of Troy ,"['Action', 'Adventure', 'Drama', 'Romance']",(2003)
5682,"Green Butchers, The (Grønne slagtere, De) ","['Comedy', 'Crime', 'Drama', 'Romance']",(2003)
5683,"Very Long Engagement, A (Un long dimanche de fiançailles) ","['Drama', 'Mystery', 'Romance', 'War']",(2004)
5684,Last Life in the Universe (Ruang rak noi nid mahasan) ,"['Drama', 'Romance']",(2003)
5685,Ghost in the Shell 2: Innocence (a.k.a. Innocence) (Inosensu) ,"['Action', 'Animation', 'Drama', 'Sci-Fi', 'Thriller']",(2004)
5686,"Cat Returns, The (Neko no ongaeshi) ","['Adventure', 'Animation', 'Children', 'Fantasy']",(2002)
5687,"Twilight Samurai, The (Tasogare Seibei) ","['Drama', 'Romance']",(2002)
5688,"Facing Windows (Finestra di fronte, La) ","['Drama', 'Romance']",(2003)
5689,Ginger Snaps: Unleashed ,"['Horror', 'Thriller']",(2004)
5690,'Salem's Lot ,"['Drama', 'Horror', 'Mystery', 'Thriller']",(2004)
5691,Comic Book: The Movie ,['Comedy'],(2004)
5692,Intimate Strangers (Confidences trop intimes) ,['Drama'],(2004)
5693,Down to the Bone ,['Drama'],(2004)
5694,Ju-on: The Grudge ,['Horror'],(2002)
5695,Old Boy ,"['Mystery', 'Thriller']",(2003)
5696,Red Lights (Feux rouges) ,['Drama'],(2004)
5697,Ginger Snaps Back: The Beginning ,"['Fantasy', 'Horror']",(2004)
5698,One Missed Call (Chakushin ari) ,"['Horror', 'Mystery']",(2003)
5699,"Jacket, The ","['Drama', 'Mystery', 'Sci-Fi', 'Thriller']",(2005)
5700,Millions ,"['Children', 'Comedy', 'Crime', 'Drama', 'Fantasy']",(2004)
5701,Starship Troopers 2: Hero of the Federation ,"['Action', 'Horror', 'Sci-Fi', 'War']",(2004)
5702,Ong-Bak: The Thai Warrior (Ong Bak) ,"['Action', 'Thriller']",(2003)
5703,Infernal Affairs 2 (Mou gaan dou II) ,"['Action', 'Crime', 'Drama', 'Thriller']",(2003)
5704,"Sea Inside, The (Mar adentro) ",['Drama'],(2004)
5705,Spanglish ,"['Comedy', 'Drama', 'Romance']",(2004)
5706,"Chorus, The (Choristes, Les) ",['Drama'],(2004)
5707,Saints and Soldiers ,"['Action', 'Adventure', 'Drama', 'War']",(2003)
5708,"Story of the Weeping Camel, The (Geschichte vom weinenden Kamel, Die) ","['Documentary', 'Drama']",(2003)
5709,"Interpreter, The ","['Drama', 'Thriller']",(2005)
5710,Open Water ,"['Drama', 'Thriller']",(2003)
5711,Touch of Pink ,"['Comedy', 'Drama', 'Romance']",(2004)
5712,Slasher ,['Documentary'],(2004)
5713,"Bobby Jones, Stroke of Genius ",['Drama'],(2004)
5714,Layer Cake ,"['Crime', 'Drama', 'Thriller']",(2004)
5715,"Return, The (Vozvrashcheniye) ",['Drama'],(2003)
5716,Flight of the Phoenix ,"['Action', 'Adventure']",(2004)
5717,Mean Creek ,"['Drama', 'Thriller']",(2004)
5718,"Ring Two, The ","['Drama', 'Horror', 'Mystery', 'Thriller']",(2005)
5719,"Corporation, The ",['Documentary'],(2003)
5720,"Yes Men, The ",['Documentary'],(2003)
5721,Azumi ,"['Action', 'Adventure', 'Drama', 'Thriller']",(2003)
5722,In My Father's Den ,['Drama'],(2004)
5723,Tae Guk Gi: The Brotherhood of War (Taegukgi hwinalrimyeo) ,"['Action', 'Drama', 'War']",(2004)
5724,Metallica: Some Kind of Monster ,['Documentary'],(2004)
5725,Born into Brothels ,['Documentary'],(2004)
5726,DiG! ,['Documentary'],(2004)
5727,Riding Giants ,['Documentary'],(2004)
5728,What the #$*! Do We Know!? (a.k.a. What the Bleep Do We Know!?) ,"['Comedy', 'Documentary', 'Drama']",(2004)
5729,"Scanner Darkly, A ","['Animation', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",(2006)
5730,Casshern ,"['Action', 'Drama', 'Fantasy', 'Sci-Fi']",(2004)
5731,Outfoxed: Rupert Murdoch's War on Journalism ,['Documentary'],(2004)
5732,Million Dollar Baby ,['Drama'],(2004)
5733,Gozu (Gokudô kyôfu dai-gekijô: Gozu) ,"['Comedy', 'Crime', 'Drama', 'Horror', 'Mystery']",(2003)
5734,Hotel Rwanda ,"['Drama', 'War']",(2004)
5735,Charlie and the Chocolate Factory ,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'IMAX']",(2005)
5736,3-Iron (Bin-jip) ,"['Drama', 'Romance']",(2004)
5737,"Life Aquatic with Steve Zissou, The ","['Adventure', 'Comedy', 'Fantasy']",(2004)
5738,"Aviator, The ",['Drama'],(2004)
5739,"Phantom of the Opera, The ","['Drama', 'Musical', 'Romance']",(2004)
5740,Beyond the Sea ,"['Drama', 'Musical']",(2004)
5741,"Woodsman, The ",['Drama'],(2004)
5742,In Good Company ,"['Comedy', 'Drama']",(2004)
5743,Meet the Fockers ,['Comedy'],(2004)
5744,"Assassination of Richard Nixon, The ","['Crime', 'Drama', 'Thriller']",(2004)
5745,"Love Song for Bobby Long, A ",['Drama'],(2004)
5746,"Merchant of Venice, The ",['Drama'],(2004)
5747,Fat Albert ,"['Comedy', 'Fantasy']",(2004)
5748,"Keys to the House, The (Chiavi di casa, Le) ",['Drama'],(2004)
5749,In the Realms of the Unreal ,"['Animation', 'Documentary']",(2004)
5750,White Noise ,"['Drama', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",(2005)
5751,"Upside of Anger, The ","['Comedy', 'Drama', 'Romance']",(2005)
5752,Little Miss Marker ,"['Comedy', 'Drama']",(1980)
5753,Sweet Liberty ,['Comedy'],(1986)
5754,I Remember Mama ,"['Children', 'Drama']",(1948)
5755,Smooth Talk ,"['Drama', 'Romance']",(1985)
5756,Out Cold ,"['Comedy', 'Thriller']",(1989)
5757,Man Trouble ,"['Comedy', 'Romance']",(1992)
5758,Battles Without Honor & Humanity (Jingi naki tatakai) ,"['Crime', 'Drama']",(1973)
5759,Stander ,"['Action', 'Crime', 'Drama']",(2003)
5760,Imaginary Heroes ,"['Comedy', 'Drama']",(2004)
5761,Sergeant York ,"['Drama', 'War']",(1941)
5762,Ruby & Quentin (Tais-toi!) ,"['Comedy', 'Crime']",(2003)
5763,Wizards ,"['Animation', 'Fantasy', 'Sci-Fi', 'War']",(1977)
5764,"Life and Death of Peter Sellers, The ","['Comedy', 'Drama']",(2004)
5765,Appleseed (Appurushîdo) ,"['Action', 'Animation', 'Fantasy', 'Sci-Fi']",(2004)
5766,"Many Adventures of Winnie the Pooh, The ","['Animation', 'Children', 'Musical']",(1977)
5767,Elektra ,"['Action', 'Adventure', 'Crime', 'Drama']",(2005)
5768,Racing Stripes ,"['Children', 'Comedy']",(2005)
5769,Coach Carter ,['Drama'],(2005)
5770,Boys Town ,['Drama'],(1938)
5771,Gold Diggers of 1935 ,"['Comedy', 'Musical']",(1935)
5772,Rocco and His Brothers (Rocco e i suoi fratelli) ,"['Crime', 'Drama']",(1960)
5773,Memories of Murder (Salinui chueok) ,"['Crime', 'Drama', 'Mystery', 'Thriller']",(2003)
5774,"Chase, The ","['Action', 'Adventure', 'Comedy', 'Crime', 'Romance', 'Thriller']",(1994)
5775,"Downfall (Untergang, Der) ","['Drama', 'War']",(2004)
5776,Assault on Precinct 13 ,"['Action', 'Crime', 'Drama', 'Thriller']",(2005)
5777,Are We There Yet? ,"['Children', 'Comedy']",(2005)
5778,Alone in the Dark ,"['Action', 'Horror', 'Sci-Fi', 'Thriller']",(2005)
5779,Hide and Seek ,"['Horror', 'Mystery', 'Thriller']",(2005)
5780,Boogeyman ,"['Drama', 'Horror', 'Mystery', 'Thriller']",(2005)
5781,"Wedding Date, The ","['Comedy', 'Romance']",(2005)
5782,Rory O'Shea Was Here (Inside I'm Dancing) ,['Drama'],(2004)
5783,Nobody Knows (Dare mo shiranai) ,['Drama'],(2004)
5784,Employee of the Month ,"['Comedy', 'Drama']",(2004)
5785,"Marriage of Maria Braun, The (Ehe der Maria Braun, Die) ",['Drama'],(1979)
5786,"Trou, Le (Hole, The) (Night Watch, The) ","['Crime', 'Film-Noir']",(1960)
5787,Double Dragon ,"['Action', 'Adventure', 'Sci-Fi']",(1994)
5788,Hands Off the Loot (Touchez pas au grisbi) ,"['Crime', 'Drama', 'Thriller']",(1954)
5789,Purple Butterfly (Zi hudie) ,['Drama'],(2003)
5790,El Cid ,"['Action', 'Adventure', 'Drama', 'Romance', 'War']",(1961)
5791,Howl's Moving Castle (Hauru no ugoku shiro) ,"['Adventure', 'Animation', 'Fantasy', 'Romance']",(2004)
5792,Steamboy (Suchîmubôi) ,"['Action', 'Animation', 'Drama', 'Sci-Fi']",(2004)
5793,Gorgeous (Boh lee chun) ,"['Action', 'Comedy', 'Romance']",(1999)
5794,Hitch ,"['Comedy', 'Romance']",(2005)
5795,Uncle Nino ,['Comedy'],(2003)
5796,Bride & Prejudice ,"['Comedy', 'Musical', 'Romance']",(2004)
5797,Constantine ,"['Action', 'Fantasy', 'Horror', 'Thriller']",(2005)
5798,Son of the Mask ,"['Adventure', 'Children', 'Comedy', 'Fantasy']",(2005)
5799,Because of Winn-Dixie ,"['Children', 'Comedy', 'Drama']",(2005)
5800,Turtles Can Fly (Lakposhtha hâm parvaz mikonand) ,"['Drama', 'War']",(2004)
5801,Bunny Lake Is Missing ,"['Mystery', 'Thriller']",(1965)
5802,Night Watch (Nochnoy dozor) ,"['Action', 'Fantasy', 'Horror', 'Mystery', 'Sci-Fi', 'Thriller']",(2004)
5803,Sons of the Desert ,['Comedy'],(1933)
5804,Man of the House ,"['Action', 'Comedy']",(2005)
5805,Kung Fu Hustle (Gong fu) ,"['Action', 'Comedy']",(2004)
5806,Zelary ,"['Drama', 'Romance']",(2003)
5807,Dr. Giggles ,"['Comedy', 'Horror']",(1992)
5808,"Seven-Per-Cent Solution, The ","['Adventure', 'Comedy', 'Crime', 'Drama', 'Mystery', 'Thriller']",(1976)
5809,"Three Musketeers, The ","['Action', 'Adventure', 'Comedy']",(1973)
5810,Royal Flash ,"['Adventure', 'Comedy', 'Romance']",(1975)
5811,Control (Kontroll) ,"['Comedy', 'Crime', 'Drama', 'Mystery']",(2003)
5812,Germany Year Zero (Germania anno zero) (Deutschland im Jahre Null) ,"['Drama', 'War']",(1948)
5813,Tyler Perry's Diary of a Mad Black Woman ,"['Comedy', 'Drama', 'Romance']",(2005)
5814,Cursed ,"['Horror', 'Thriller']",(2005)
5815,"Pacifier, The ","['Action', 'Comedy']",(2005)
5816,Be Cool ,"['Comedy', 'Crime', 'Musical']",(2005)
5817,Gunner Palace ,"['Documentary', 'War']",(2004)
5818,Hostage ,"['Action', 'Crime', 'Drama', 'Thriller']",(2005)
5819,Robots ,"['Adventure', 'Animation', 'Children', 'Comedy', 'Fantasy', 'Sci-Fi', 'IMAX']",(2005)
5820,Class Action ,['Drama'],(1991)
5821,"Cat and the Canary, The ","['Horror', 'Mystery']",(1927)
5822,"Oh, God! You Devil ",['Comedy'],(1984)
5823,"Agony and the Ecstasy, The ",['Drama'],(1965)
5824,Twentieth Century ,['Comedy'],(1934)
5825,Elevator to the Gallows (a.k.a. Frantic) (Ascenseur pour l'échafaud) ,"['Crime', 'Drama', 'Thriller']",(1958)
5826,Cube Zero ,"['Horror', 'Mystery', 'Sci-Fi', 'Thriller']",(2004)
5827,Julia ,['Drama'],(1977)
5828,Stealing Rembrandt (Rembrandt) ,"['Action', 'Comedy', 'Crime']",(2003)
5829,Ice Princess ,"['Children', 'Comedy', 'Drama']",(2005)
5830,Melinda and Melinda ,"['Comedy', 'Drama']",(2004)
5831,Milk and Honey ,['Drama'],(2003)
5832,Miss Congeniality 2: Armed and Fabulous ,"['Adventure', 'Comedy', 'Crime']",(2005)
5833,Guess Who ,"['Comedy', 'Romance']",(2005)
5834,D.E.B.S. ,"['Action', 'Comedy']",(2004)
5835,"League of Ordinary Gentlemen, A ",['Documentary'],(2004)
5836,Incident at Loch Ness ,"['Adventure', 'Comedy', 'Documentary']",(2004)
5837,Call Northside 777 ,"['Crime', 'Drama', 'Film-Noir']",(1948)
5838,"Sword of Doom, The (Dai-bosatsu tôge) ","['Action', 'Drama']",(1966)
5839,800 Bullets (800 Balas) ,"['Comedy', 'Crime', 'Drama', 'Western']",(2002)
